EventName,Casino,Location,Offer,StartDate,EndDate,OfferType
"$70,000 Thursday Hot Seats",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 hot seats every 20 minutes 19:00-21:40. $5,000 cash grand prize hot seat at 22:00.",2025-10-02T19:00-07:00,2025-10-02T22:00-07:00,Giveaway
Entry Multiplier Friday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Receive multiple entries for every status point earned.,2025-10-03T00:00-07:00,2025-10-03T23:59-07:00,Point-Based
2X Shopping Dollars,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",Earn 2X Shopping Dollars,2025-10-03T08:00-07:00,2025-10-03T12:00-07:00,Hospitality-Rewards
Fall-Tastic Cookware Gifts - Double Slow Cooker,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Gift Giveaway,2025-10-03T10:00-07:00,2025-10-03T14:00-07:00,Giveaway
Monster Cash,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of up to $500,000 | Drawings every 30 minutes",2025-10-03T12:00-07:00,2025-10-03T20:00-07:00,Giveaway
Secret Stash $15 Bets on Us!,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",Play slots & be one of 75 lucky weekly winners,2025-10-03T16:00-07:00,2025-10-03T22:00-07:00,Offer
"$340,000 Biergarten Bonanza",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win up to $10,000 in cash, 8 winners every hour",2025-10-03T17:00-07:00,2025-10-03T22:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-03T18:00-07:00,2025-10-03T20:00-07:00,Giveaway
The Price Is Right Live,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Television’s most famous pricing games; win prizes including cars,2025-10-03T20:00-07:00,2025-10-03T23:59-07:00,Offer
"$125,000 Fall Into Freeplay",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",,2025-10-04T00:00-07:00,2025-10-04T23:59-07:00,Free-Play
Stay 'N Play - Free RV Stays,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","2 free RV stays, valid any day, subject to availability",2025-10-04T00:00-07:00,2025-10-31T23:59-07:00,Hospitality-Rewards
Daytime Bonus,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$40 slot play. Valid 06:00-18:00.,2025-10-04T06:00-07:00,2025-10-04T18:00-07:00,Free-Play
2X Shopping Dollars,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",Earn 2X Shopping Dollars,2025-10-04T08:00-07:00,2025-10-04T12:00-07:00,Hospitality-Rewards
$40 Free Play,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Free Play,2025-10-04T10:00-07:00,2025-10-09T23:59-07:00,Free-Play
Monster Cash,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of up to $500,000 | Drawings every 30 minutes",2025-10-04T12:00-07:00,2025-10-04T20:00-07:00,Giveaway
Jackpot Drawings,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of $12,000 | 14:00 $2,000 | 16:00 $4,000 | 18:00 $6,000",2025-10-04T14:00-07:00,2025-10-04T18:00-07:00,Offer
Pumpkin Spice Hot Seats,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Win share of $16,000 free play & pumpkin spice prizes",2025-10-04T14:00-07:00,2025-10-04T20:00-07:00,Giveaway
The Price Is Right Live,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Television’s most famous pricing games; win prizes including cars,2025-10-04T15:00-07:00,2025-10-04T18:00-07:00,Offer
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-04T18:00-07:00,2025-10-04T20:00-07:00,Giveaway
Wicked Winnings Grand Prize Drawing,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Two guests will win $10,000",2025-10-04T21:00-07:00,2025-10-04T21:00-07:00,Giveaway
Football Pick 'Em,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Weekly picks at promo kiosk; $2,000 cash for 1st, $1,000 for 2nd, $500 for 3rd; Sundays all season",2025-10-05T00:00-07:00,2025-10-05T23:59-07:00,Giveaway
Entry Multiplier Sunday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Receive multiple entries for every status point earned.,2025-10-05T00:00-07:00,2025-10-05T23:59-07:00,Point-Based
Weekly Free Play Offer,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 Free Play or Dining Credit; valid once per promotional week after activation,2025-10-05T00:00-07:00,2025-10-11T23:59-07:00,Free-Play
Stay 'N Play - Free Standard Rooms,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","2 free standard rooms, valid Sun-Fri, subject to availability",2025-10-05T00:00-07:00,2025-10-31T23:59-07:00,Hospitality-Rewards
$35 Slot Play Offer,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 slot play valid one time within period.,2025-10-05T06:00-07:00,2025-10-06T05:59-07:00,Free-Play
Bamboo Quilted Throw Giveaway - Week 1,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Free bamboo quilted throw, swipe card at kiosk starting 10:00, redeem voucher 12:00-20:00",2025-10-05T10:00-07:00,2025-10-05T20:00-07:00,Giveaway
iHome Cordless Handvac Gift,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Gift Giveaway,2025-10-05T10:00-07:00,2025-10-05T20:00-07:00,Giveaway
Element Apparel Collection Giveaway,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Earn 750 points; redeem apparel gifts,2025-10-05T10:00-07:00,2025-10-05T20:00-07:00,Giveaway
Take Me Away Collection Giveaway,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Free gift: Faux fur resort robe, 3-piece hair dryer, muscle massage gun with attachments, cozy resort blanket",2025-10-05T13:00-07:00,2025-10-05T21:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-05T18:00-07:00,2025-10-05T20:00-07:00,Giveaway
5X Shopping Dollars,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",Earn 5X Shopping Dollars,2025-10-05T20:00-07:00,2025-10-06T00:00-07:00,Hospitality-Rewards
Weekly Free Play,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",$20 Free Play,2025-10-06T00:00-07:00,2025-10-12T23:59-07:00,Free-Play
Topgolf Swing Suite Free Hour,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","1 free hour of Topgolf play, once per week",2025-10-06T00:00-07:00,2025-10-12T23:59-07:00,Offer
Weekly Choice Offer,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Choose $15 Free Play or 2x slot points, once per week",2025-10-06T00:00-07:00,2025-10-12T23:59-07:00,Free-Play
Mid-Autumn Giveaway,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","First 1,000 Crescent Club members receive a free mooncake plus a chance to win up to $1,000 Freeplay and other prizes.",2025-10-06T08:00-07:00,2025-10-06T23:59-07:00,Giveaway
Element Apparel Collection Giveaway,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Earn 750 points; redeem apparel gifts,2025-10-06T10:00-07:00,2025-10-06T20:00-07:00,Giveaway
Weekly Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play added to account,2025-10-06T10:00-07:00,2025-10-12T23:59-07:00,Free-Play
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 24x points if Seahawks score 6+ touchdowns; activate 11am–8pm day after games,2025-10-06T11:00-07:00,2025-10-06T20:00-07:00,Point-Based
Monday Drawings,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of up to $10,000 | Drawings every 30 minutes",2025-10-06T15:00-07:00,2025-10-06T22:00-07:00,Offer
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-06T18:00-07:00,2025-10-06T20:00-07:00,Giveaway
Full Hunter’s Moon Multiplier,Legends Casino,"580 Fort Road, Toppenish, WA",Earn 10X points using rewards card,2025-10-06T18:00-07:00,2025-10-06T23:59-07:00,Point-Based
30th Anniversary Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Tuesdays & Thursdays in October; earn 1,000 points to play for food & free play prizes",2025-10-07T00:00-07:00,2025-10-07T23:59-07:00,Free-Play
2X Status Points,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Play with your ilani Forever Rewards card to receive multiplied status points.,2025-10-07T00:00-07:00,2025-10-07T23:59-07:00,Point-Based
Complimentary Night Stay,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Complimentary night stay (reservation required, subject to change and availability)",2025-10-07T00:00-07:00,2025-10-09T23:59-07:00,Hospitality-Rewards
Bamboo Quilted Throw Giveaway - Week 1,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Free bamboo quilted throw, swipe card at kiosk starting 10:00, redeem voucher 12:00-20:00",2025-10-07T10:00-07:00,2025-10-07T20:00-07:00,Giveaway
Level Up Multiplier,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Earn up to 5x points,2025-10-07T10:00-07:00,2025-10-07T20:00-07:00,Point-Based
2X Points Tuesdays,Legends Casino,"580 Fort Road, Toppenish, WA",Earn 2X points using rewards card,2025-10-07T10:00-07:00,2025-10-07T23:59-07:00,Point-Based
Electronics Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Over-ear headphones, mini projector, home sound bar, 3-in-1 charging dock. Tuesdays or Wednesdays Noon-20:00.",2025-10-07T12:00-07:00,2025-10-07T20:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-07T18:00-07:00,2025-10-07T20:00-07:00,Giveaway
Winning Colors,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Chance to win $500 cash + $10 free play if your color wins,2025-10-07T18:00-07:00,2025-10-07T21:00-07:00,Giveaway
2X Status Points,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Play with your ilani Forever Rewards card to receive multiplied status points.,2025-10-08T00:00-07:00,2025-10-08T23:59-07:00,Point-Based
Weekly Loyalty Offer,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",$20 Free Play,2025-10-08T00:00-07:00,2025-10-14T23:59-07:00,Free-Play
Fall into Free Play,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",Earn 750 base points playing slots to receive a wheel spin (up to 3 spins per week),2025-10-08T08:00-07:00,2025-10-08T20:00-07:00,Free-Play
Vault of Riches,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",,2025-10-08T10:00-07:00,2025-10-08T22:00-07:00,Free-Play
Electronics Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Over-ear headphones, mini projector, home sound bar, 3-in-1 charging dock. Tuesdays or Wednesdays Noon-20:00.",2025-10-08T12:00-07:00,2025-10-08T20:00-07:00,Giveaway
Witch's Cauldron Wednesdays,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win up to $2,000 | Earn 300 points 15:00–17:00 | Swipe 18:00–20:00",2025-10-08T15:00-07:00,2025-10-08T20:00-07:00,Point-Based
"$250,000 Roll Wurst",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win up to $5,000 in cash, 5 winners every hour",2025-10-08T17:00-07:00,2025-10-08T21:00-07:00,Giveaway
Wicked Wednesday Drawing,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win share of up to $120,000 cash; drawings at 6pm and 8pm; 3x entries Fri–Sun",2025-10-08T18:00-07:00,2025-10-08T20:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-08T18:00-07:00,2025-10-08T20:00-07:00,Giveaway
30th Anniversary Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Tuesdays & Thursdays in October; earn 1,000 points to play for food & free play prizes",2025-10-09T00:00-07:00,2025-10-09T23:59-07:00,Free-Play
Complimentary Night Stay,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Free hotel stay with reservation required,2025-10-09T00:00-07:00,2025-10-10T23:59-07:00,Hospitality-Rewards
$35 Slot Play Offer,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 slot play valid one time within period.,2025-10-09T06:00-07:00,2025-10-10T05:59-07:00,Free-Play
Fall-Tastic Cookware Gifts - Turkey Roaster,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Gift Giveaway,2025-10-09T12:00-07:00,2025-10-09T21:00-07:00,Giveaway
Take Me Away Collection Giveaway,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Free gift: Faux fur resort robe, 3-piece hair dryer, muscle massage gun with attachments, cozy resort blanket",2025-10-09T13:00-07:00,2025-10-09T21:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-09T18:00-07:00,2025-10-09T20:00-07:00,Giveaway
Wicked Winnings,Legends Casino,"580 Fort Road, Toppenish, WA","Two winners hourly 6–8pm win $2,000; three winners at 9pm can win up to $10,000",2025-10-09T18:00-07:00,2025-10-09T21:00-07:00,Giveaway
Winning Colors,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Chance to win $500 cash + $10 free play if your color wins,2025-10-09T18:00-07:00,2025-10-09T21:00-07:00,Giveaway
Night Owl Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 12x points; swipe to unlock; Thursdays in October,2025-10-09T18:00-07:00,2025-10-10T00:00-07:00,Point-Based
"$70,000 Thursday Hot Seats",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 hot seats every 20 minutes 19:00-21:40. $5,000 cash grand prize hot seat at 22:00.",2025-10-09T19:00-07:00,2025-10-09T22:00-07:00,Giveaway
Entry Multiplier Friday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Receive multiple entries for every status point earned.,2025-10-10T00:00-07:00,2025-10-10T23:59-07:00,Point-Based
"Play to Win $1,000 Free Play",Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 1,000 points to play; chance to win up to $1,000 Free Play; can play twice with 2,000 points",2025-10-10T00:00-07:00,2025-10-11T23:59-07:00,Free-Play
Bonus Play - Lucky Drop,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Guaranteed $20 promo play. Chance up to $1,000 promo play.",2025-10-10T06:00-07:00,2025-10-11T05:59-07:00,Free-Play
$20 Free Play,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Valid one time any day,2025-10-10T07:00-07:00,2025-10-14T23:59-07:00,Free-Play
2X Shopping Dollars,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",Earn 2X Shopping Dollars,2025-10-10T08:00-07:00,2025-10-10T12:00-07:00,Hospitality-Rewards
Fall-Tastic Cookware Gifts - Turkey Roaster,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Gift Giveaway,2025-10-10T10:00-07:00,2025-10-10T14:00-07:00,Giveaway
$40 Friday Bonus Free Play,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Free Play,2025-10-10T10:00-07:00,2025-10-10T23:59-07:00,Free-Play
Monster Cash,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of up to $500,000 | Drawings every 30 minutes",2025-10-10T12:00-07:00,2025-10-10T20:00-07:00,Giveaway
Secret Stash $15 Bets on Us!,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",Play slots & be one of 75 lucky weekly winners,2025-10-10T16:00-07:00,2025-10-10T22:00-07:00,Offer
"$340,000 Biergarten Bonanza",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win up to $10,000 in cash, 8 winners every hour",2025-10-10T17:00-07:00,2025-10-10T22:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-10T18:00-07:00,2025-10-10T20:00-07:00,Giveaway
VIP Oktoberfest Offer,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Free entry for two, choice of Biergarten session, $30 food credits, optional $10 VIP drink pass",2025-10-11T00:00-07:00,2025-10-11T23:59-07:00,Hospitality-Rewards
2X Shopping Dollars,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",Earn 2X Shopping Dollars,2025-10-11T08:00-07:00,2025-10-11T12:00-07:00,Hospitality-Rewards
$40 Free Play,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Free Play,2025-10-11T10:00-07:00,2025-10-16T23:59-07:00,Free-Play
ilani Oktoberfest Biergarten Session 1,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$10 promo play upon entry,2025-10-11T12:00-07:00,2025-10-11T15:00-07:00,Free-Play
Monster Cash,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of up to $500,000 | Drawings every 30 minutes",2025-10-11T12:00-07:00,2025-10-11T20:00-07:00,Giveaway
ilani Oktoberfest Biergarten Session 2,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$10 promo play upon entry,2025-10-11T16:00-07:00,2025-10-11T19:00-07:00,Free-Play
"$34,000 Oktoberfest Giveaway",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 promo play hot seats every 20 minutes, $25,000 cash grand prize",2025-10-11T17:00-07:00,2025-10-11T20:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-11T18:00-07:00,2025-10-11T20:00-07:00,Giveaway
Wicked Winnings Grand Prize Drawing,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Two guests will win $10,000",2025-10-11T21:00-07:00,2025-10-11T21:00-07:00,Giveaway
Entry Multiplier Sunday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Receive multiple entries for every status point earned.,2025-10-12T00:00-07:00,2025-10-12T23:59-07:00,Point-Based
Weekly Free Play Offer,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 Free Play or Dining Credit; valid once per promotional week after activation,2025-10-12T00:00-07:00,2025-10-18T23:59-07:00,Free-Play
Bonus Play - Oktoberfest,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Guaranteed $40 slot play. Chance up to $1,000 promo play.",2025-10-12T06:00-07:00,2025-10-13T05:59-07:00,Free-Play
Bamboo Quilted Throw Giveaway - Week 2,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Free bamboo quilted throw, swipe card at kiosk starting 10:00, redeem voucher 12:00-20:00",2025-10-12T10:00-07:00,2025-10-12T20:00-07:00,Giveaway
Element Apparel Collection Giveaway,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Earn 750 points; redeem apparel gifts,2025-10-12T10:00-07:00,2025-10-12T20:00-07:00,Giveaway
Take Me Away Collection Giveaway,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Free gift: Faux fur resort robe, 3-piece hair dryer, muscle massage gun with attachments, cozy resort blanket",2025-10-12T13:00-07:00,2025-10-12T21:00-07:00,Giveaway
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-12T18:00-07:00,2025-10-12T20:00-07:00,Giveaway
5X Shopping Dollars,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",Earn 5X Shopping Dollars,2025-10-12T20:00-07:00,2025-10-13T00:00-07:00,Hospitality-Rewards
Complimentary Night Stay,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Complimentary night stay (reservation required, subject to change and availability)",2025-10-13T00:00-07:00,2025-10-16T23:59-07:00,Hospitality-Rewards
Weekly Free Play,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",$20 Free Play,2025-10-13T00:00-07:00,2025-10-19T23:59-07:00,Free-Play
Topgolf Swing Suite Free Hour,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","1 free hour of Topgolf play, once per week",2025-10-13T00:00-07:00,2025-10-19T23:59-07:00,Offer
Weekly Choice Offer,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Choose $15 Free Play or 2x slot points, once per week",2025-10-13T00:00-07:00,2025-10-19T23:59-07:00,Free-Play
$35 Slot Play Offer,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 slot play valid one time within period.,2025-10-13T06:00-07:00,2025-10-14T05:59-07:00,Free-Play
Element Apparel Collection Giveaway,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Earn 750 points; redeem apparel gifts,2025-10-13T10:00-07:00,2025-10-13T20:00-07:00,Giveaway
Weekly Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play added to account,2025-10-13T10:00-07:00,2025-10-19T23:59-07:00,Free-Play
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 24x points if Seahawks score 6+ touchdowns; activate 11am–8pm day after games,2025-10-13T11:00-07:00,2025-10-13T20:00-07:00,Point-Based
Random Legends Rewards,Legends Casino,"580 Fort Road, Toppenish, WA",Random prizes for active slot play with rewards card,2025-10-13T12:00-07:00,2025-10-13T20:00-07:00,Free-Play
Monday Drawings,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of up to $10,000 | Drawings every 30 minutes",2025-10-13T15:00-07:00,2025-10-13T22:00-07:00,Offer
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-13T18:00-07:00,2025-10-13T20:00-07:00,Giveaway
30th Anniversary Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Tuesdays & Thursdays in October; earn 1,000 points to play for food & free play prizes",2025-10-14T00:00-07:00,2025-10-14T23:59-07:00,Free-Play
Double Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Earn 2X rewards dollars to use at shops, restaurants, Cowlitz Crossing, and ilani hotel.",2025-10-14T00:00-07:00,2025-10-14T23:59-07:00,Hospitality-Rewards
Bamboo Quilted Throw Giveaway - Week 2,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Free bamboo quilted throw, swipe card at kiosk starting 10:00, redeem voucher 12:00-20:00",2025-10-14T10:00-07:00,2025-10-14T20:00-07:00,Giveaway
Monthly Gift - Bamboo Carving Board,Legends Casino,"580 Fort Road, Toppenish, WA","Redeem 60 points for Bamboo Carving Board, while supplies last",2025-10-14T10:00-07:00,2025-10-14T23:59-07:00,Giveaway
Electronics Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Over-ear headphones, mini projector, home sound bar, 3-in-1 charging dock. Tuesdays or Wednesdays Noon-20:00.",2025-10-14T12:00-07:00,2025-10-14T20:00-07:00,Giveaway
Mustang Madness Grand Finale,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Over $500K in Mustangs must go; activate entries between 2pm–5:45pm for drawings every 30 minutes,2025-10-14T18:00-07:00,2025-10-14T18:00-07:00,Offer
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-14T18:00-07:00,2025-10-14T20:00-07:00,Giveaway
Winning Colors,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Chance to win $500 cash + $10 free play if your color wins,2025-10-14T18:00-07:00,2025-10-14T21:00-07:00,Giveaway
Mustang Madness Grand Finale,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Mustang drawings every 30 minutes. All unclaimed Mustangs awarded.,2025-10-14T18:00-07:00,2025-10-14T23:59-07:00,Offer
Double Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Earn 2X rewards dollars to use at shops, restaurants, Cowlitz Crossing, and ilani hotel.",2025-10-15T00:00-07:00,2025-10-15T23:59-07:00,Hospitality-Rewards
Weekly Loyalty Offer,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",$20 Free Play,2025-10-15T00:00-07:00,2025-10-21T23:59-07:00,Free-Play
$20 Free Play,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Valid one time any day,2025-10-15T07:00-07:00,2025-10-19T23:59-07:00,Free-Play
Fall into Free Play,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",Earn 750 base points playing slots to receive a wheel spin (up to 3 spins per week),2025-10-15T08:00-07:00,2025-10-15T20:00-07:00,Free-Play
Vault of Riches,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",,2025-10-15T10:00-07:00,2025-10-15T22:00-07:00,Free-Play
Electronics Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Over-ear headphones, mini projector, home sound bar, 3-in-1 charging dock. Tuesdays or Wednesdays Noon-20:00.",2025-10-15T12:00-07:00,2025-10-15T20:00-07:00,Giveaway
Witch's Cauldron Wednesdays,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win up to $2,000 | Earn 300 points 15:00–17:00 | Swipe 18:00–20:00",2025-10-15T15:00-07:00,2025-10-15T20:00-07:00,Point-Based
"$250,000 Roll Wurst",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win up to $5,000 in cash, 5 winners every hour",2025-10-15T17:00-07:00,2025-10-15T21:00-07:00,Giveaway
Mustang Madness Grand Finale,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Over $500K in Mustangs must go; activate entries between 2pm–5:45pm for drawings every 30 minutes,2025-10-15T18:00-07:00,2025-10-15T18:00-07:00,Offer
Daily Cash Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $1,000 cash",2025-10-15T18:00-07:00,2025-10-15T20:00-07:00,Giveaway
30th Anniversary Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Tuesdays & Thursdays in October; earn 1,000 points to play for food & free play prizes",2025-10-16T00:00-07:00,2025-10-16T23:59-07:00,Free-Play
Dining & Shopping Rewards,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$15 dining & shopping rewards.,2025-10-16T00:00-07:00,2025-10-31T23:59-07:00,Hospitality-Rewards
$35 Slot Play Offer,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 slot play valid one time within period.,2025-10-16T06:00-07:00,2025-10-16T23:59-07:00,Free-Play
